Customer_ID,Age,Tenure_Months,Monthly_Charges,Total_Charges,Support_Calls,Payment_Delays,Num_Products,Contract_Length,Has_Internet,Has_Streaming,Gender,Churn,Cancellation_Date
CUST_0934,20,55,91.53,5250.29,1,1,2,Yearly,Yes,Yes,Male,0,
CUST_0935,44,43,46.04,1933.77,3,3,1,Monthly,Yes,No,Female,0,
CUST_0936,46,30,55.86,1766.59,2,1,3,Yearly,Yes,Yes,Female,0,
CUST_0937,49,17,129.82,2049.28,5,2,3,Yearly,No,Yes,Female,0,
CUST_0938,67,26,69.52,1700.87,5,2,4,Yearly,Yes,No,Male,0,
CUST_0939,68,8,128.35,1064.98,2,1,3,Yearly,Yes,No,Male,0,
CUST_0940,36,47,113.63,5404.94,2,1,4,Monthly,Yes,Yes,Male,0,
CUST_0941,38,72,47.15,3193.75,4,0,2,Yearly,Yes,No,Male,0,
CUST_0942,22,46,88.43,4395.5,0,0,2,Two-Year,Yes,No,Male,0,
CUST_0943,35,68,109.67,7123.38,2,0,1,Two-Year,Yes,No,Male,0,
CUST_0944,45,33,54.38,1766.21,3,3,2,Two-Year,Yes,Yes,Female,0,
CUST_0945,59,1,128.84,121.17,3,2,2,Monthly,No,Yes,Male,0,
CUST_0946,39,19,93.1,1729.29,2,3,1,Yearly,Yes,No,Female,0,
CUST_0947,38,31,45.66,1413.1,2,1,3,Yearly,Yes,Yes,Male,0,
CUST_0948,23,14,97.87,1314.07,3,1,4,Monthly,No,No,Female,0,
CUST_0949,18,53,149.96,8375.62,1,5,4,Yearly,Yes,No,Male,0,
CUST_0950,22,48,43.82,2058.74,1,2,3,Yearly,Yes,No,Female,0,
CUST_0951,58,69,127.09,9171.73,3,1,1,Monthly,Yes,Yes,Female,1,1796342400000000000
CUST_0952,29,62,50.91,2971.5,1,0,3,Monthly,Yes,Yes,Female,0,
CUST_0953,43,66,122.8,7905.48,6,2,2,Yearly,No,Yes,Male,0,
CUST_0954,63,64,116.82,6740.88,2,2,1,Monthly,No,No,Male,0,
CUST_0955,51,70,62.56,4605.73,6,5,1,Monthly,No,Yes,Male,0,
CUST_0956,66,63,65.73,4245.25,8,0,1,Monthly,Yes,Yes,Female,1,1773878400000000000
CUST_0957,31,33,124.07,4354.56,0,0,4,Monthly,Yes,Yes,Female,0,
CUST_0958,43,41,82.68,3359.79,2,1,3,Two-Year,No,Yes,Female,1,1783814400000000000
CUST_0959,62,48,116.35,5919.6,1,0,1,,No,Yes,Male,0,
CUST_0960,44,13,43.5,582.19,1,1,1,Yearly,Yes,Yes,Male,0,
CUST_0961,26,31,131.57,3673.75,6,2,1,Two-Year,Yes,No,Female,0,
CUST_0962,43,68,113.86,7361.08,2,1,3,Monthly,Yes,Yes,Male,0,
CUST_0963,64,4,138.37,552.8,1,2,4,Monthly,Yes,Yes,Male,0,
CUST_0964,39,19,41.55,808.19,2,0,2,Yearly,Yes,No,Male,0,
CUST_0965,64,70,99.13,6336.22,1,1,4,Monthly,No,No,Male,0,
CUST_0966,47,13,99.89,1351.83,4,1,1,Monthly,No,Yes,Female,0,
CUST_0967,60,23,69.18,1604.99,2,2,4,Yearly,Yes,Yes,Male,0,
CUST_0968,65,1,82.31,82.73,2,0,4,Yearly,Yes,No,Male,0,
CUST_0969,34,54,29.75,1539.68,1,1,2,Yearly,Yes,Yes,Female,0,
CUST_0970,43,71,118.23,8553.53,2,0,3,Two-Year,Yes,Yes,Female,1,1793664000000000000
CUST_0971,53,15,93.67,1272.27,3,1,3,Yearly,Yes,Yes,Male,0,
CUST_0972,18,65,32.22,1911.97,4,1,4,Yearly,Yes,Yes,Male,0,
CUST_0973,25,71,,8181.99,2,3,4,Two-Year,No,No,Male,0,
CUST_0974,66,15,83.35,1205.71,1,4,3,Monthly,No,No,Male,1,1771718400000000000
CUST_0975,52,21,29.31,596.67,3,0,3,Monthly,Yes,No,Female,0,
CUST_0976,69,19,146.2,2615.79,6,2,2,Yearly,Yes,Yes,Female,0,
CUST_0977,32,60,143.64,8524.67,2,0,1,Yearly,No,Yes,Female,0,
CUST_0978,64,33,89.11,2677.15,0,2,4,Monthly,Yes,No,Male,1,1779580800000000000
CUST_0979,39,49,36.71,1726.97,2,0,3,Monthly,Yes,Yes,Male,0,
CUST_0980,31,35,119.33,4199.21,4,0,4,Monthly,Yes,Yes,Female,0,
CUST_0981,43,44,86.49,3779.4,4,1,4,Yearly,Yes,No,Male,0,
CUST_0982,45,11,62.81,759.96,3,2,3,Yearly,Yes,No,Female,0,
CUST_0983,40,72,86.43,6084.52,3,1,2,Two-Year,Yes,Yes,Female,0,
CUST_0984,31,66,90.31,5825.75,5,2,4,Yearly,No,No,Female,0,
CUST_0985,41,46,95.34,4388.78,1,0,2,Yearly,Yes,Yes,Female,0,
CUST_0986,19,9,80.15,676.67,6,3,3,Monthly,No,Yes,Female,0,
CUST_0987,62,3,100.72,324.9,5,1,1,Monthly,No,Yes,Female,1,1796169600000000000
CUST_0988,43,26,139.84,3688.39,5,3,1,Monthly,Yes,No,Female,1,1771977600000000000
CUST_0989,31,72,70.28,4748.56,6,1,4,Yearly,Yes,No,Male,0,
CUST_0990,68,48,115.71,5880.04,3,2,3,Monthly,Yes,No,Female,1,1772928000000000000
CUST_0991,24,66,136.81,8188.51,1,5,2,Yearly,Yes,Yes,Female,0,
CUST_0992,20,70,82.0,6293.98,1,0,4,Yearly,Yes,Yes,Male,0,
CUST_0993,64,28,80.43,2416.51,6,2,3,Monthly,Yes,No,Female,0,
CUST_0994,40,26,100.26,2648.28,2,2,3,Two-Year,Yes,Yes,Male,0,
CUST_0995,63,25,98.93,2280.98,4,0,2,Yearly,Yes,Yes,Female,1,1787184000000000000
CUST_0996,60,12,125.82,1423.86,3,3,4,Monthly,No,No,Male,1,1774569600000000000
CUST_0997,64,5,84.56,404.15,6,1,3,Monthly,Yes,No,Male,1,1773360000000000000
CUST_0998,62,48,149.52,6805.24,2,2,3,Yearly,Yes,Yes,Male,0,
CUST_0999,35,37,32.43,1199.31,3,2,3,Monthly,Yes,Yes,Female,0,
CUST_1000,55,44,25.4,1216.97,2,2,2,Monthly,Yes,Yes,Male,0,
